Timestamp,AccelX,AccelY,AccelZ
1.40378,-0.108673,0.036224,-1.068619
1.41408,-0.126785,0.054337,-1.086731
1.42437,-0.108673,0.036224,-1.086731
1.43444,-0.108673,0.036224,-1.086731
1.44455,-0.108673,0.036224,-1.086731
1.45473,-0.108673,0.036224,-1.086731
1.46502,-0.108673,0.054337,-1.086731
1.47505,-0.108673,0.036224,-1.086731
1.48523,-0.108673,0.036224,-1.086731
1.49539,-0.108673,0.054337,-1.086731
1.50557,-0.126785,0.036224,-1.068619
1.51571,-0.108673,0.054337,-1.086731
1.52596,-0.108673,0.036224,-1.086731
1.53615,-0.108673,0.054337,-1.068619
1.54621,-0.108673,0.054337,-1.086731
1.55638,-0.108673,0.036224,-1.086731
1.56652,-0.108673,0.036224,-1.086731
1.57678,-0.108673,0.036224,-1.068619
1.58707,-0.108673,0.054337,-1.086731
1.59725,-0.108673,0.036224,-1.068619
1.60741,-0.108673,0.036224,-1.068619
1.61765,-0.108673,0.036224,-1.086731
1.62773,-0.108673,0.036224,-1.104843
1.63794,-0.126785,0.036224,-1.086731
1.64809,-0.126785,0.036224,-1.086731
1.65824,-0.126785,0.036224,-1.086731
1.6685,-0.108673,0.036224,-1.086731
1.67847,-0.108673,0.036224,-1.068619
1.6886,-0.126785,0.036224,-1.086731
1.6989,-0.108673,0.054337,-1.068619
1.70894,-0.108673,0.036224,-1.086731
1.7192,-0.108673,0.036224,-1.086731
1.72927,-0.108673,0.054337,-1.086731
1.73943,-0.108673,0.036224,-1.086731
1.74963,-0.108673,0.054337,-1.068619
1.75978,-0.108673,0.036224,-1.086731
1.76982,-0.126785,0.036224,-1.068619
1.77997,-0.108673,0.036224,-1.086731
1.79014,-0.108673,0.036224,-1.086731
1.80031,-0.108673,0.054337,-1.068619
1.81047,-0.108673,0.036224,-1.086731
1.82063,-0.108673,0.036224,-1.086731
1.8308,-0.108673,0.036224,-1.086731
1.84097,-0.108673,0.036224,-1.086731
1.85113,-0.108673,0.054337,-1.086731
1.86128,-0.108673,0.036224,-1.086731
1.87144,-0.108673,0.036224,-1.086731
1.88161,-0.108673,0.036224,-1.068619
1.89178,-0.108673,0.036224,-1.086731
1.90194,-0.126785,0.036224,-1.086731
1.91214,-0.126785,0.036224,-1.086731
1.92231,-0.108673,0.036224,-1.086731
1.93248,-0.126785,0.036224,-1.086731
1.94264,-0.108673,0.036224,-1.086731
1.9528,-0.108673,0.036224,-1.086731
1.96296,-0.108673,0.036224,-1.086731
1.97312,-0.108673,0.054337,-1.086731
1.98328,-0.108673,0.054337,-1.086731
1.99317,-0.108673,0.036224,-1.086731
2.00385,-0.108673,0.036224,-1.086731
2.01369,-0.126785,0.036224,-1.086731
2.02367,-0.108673,0.036224,-1.086731
2.03423,-0.108673,0.036224,-1.086731
2.04439,-0.108673,0.036224,-1.086731
2.05453,-0.126785,0.036224,-1.086731
2.06472,-0.108673,0.054337,-1.086731
2.07488,-0.108673,0.054337,-1.068619
2.08505,-0.108673,0.054337,-1.086731
2.09522,-0.108673,0.036224,-1.086731
2.10537,-0.108673,0.054337,-1.068619
2.11555,-0.108673,0.036224,-1.086731
2.12574,-0.108673,0.036224,-1.068619
2.13589,-0.108673,0.036224,-1.086731
2.14606,-0.108673,0.054337,-1.086731
2.15677,-0.108673,0.054337,-1.086731
2.16638,-0.126785,0.036224,-1.086731
2.17651,-0.108673,0.036224,-1.086731
2.18663,-0.126785,0.054337,-1.086731
2.19672,-0.108673,0.036224,-1.086731
2.20712,-0.108673,0.036224,-1.104843
2.21725,-0.108673,0.036224,-1.086731
2.22742,-0.108673,0.036224,-1.086731
2.23757,-0.108673,0.036224,-1.086731
2.24794,-0.108673,0.036224,-1.086731
2.25792,-0.108673,0.054337,-1.086731
2.26805,-0.108673,0.054337,-1.068619
2.27832,-0.126785,0.036224,-1.068619
2.28839,-0.126785,0.036224,-1.086731
2.29855,-0.126785,0.036224,-1.086731
2.30873,-0.108673,0.036224,-1.086731
2.31888,-0.108673,0.036224,-1.086731
2.32904,-0.108673,0.036224,-1.086731
2.3392,-0.108673,0.036224,-1.086731
2.34937,-0.108673,0.054337,-1.086731
2.35958,-0.108673,0.036224,-1.086731
2.36973,-0.126785,0.036224,-1.086731
2.37996,-0.108673,0.036224,-1.086731
2.39005,-0.108673,0.036224,-1.086731
2.40022,-0.108673,0.054337,-1.086731
2.41045,-0.108673,0.036224,-1.086731
2.42056,-0.108673,0.036224,-1.086731
2.43072,-0.108673,0.054337,-1.086731
2.4409,-0.108673,0.036224,-1.086731
2.45107,-0.126785,0.036224,-1.086731
2.46124,-0.108673,0.054337,-1.086731
2.47138,-0.108673,0.054337,-1.068619
2.48156,-0.126785,0.036224,-1.086731
2.49173,-0.108673,0.054337,-1.068619
2.50188,-0.108673,0.036224,-1.086731
2.51204,-0.108673,0.054337,-1.068619
2.52221,-0.108673,0.036224,-1.068619
2.53237,-0.126785,0.036224,-1.068619
2.54254,-0.126785,0.036224,-1.068619
2.55272,-0.126785,0.036224,-1.086731
2.56286,-0.108673,0.036224,-1.086731
2.5731,-0.108673,0.036224,-1.104843
2.58319,-0.108673,0.036224,-1.104843
2.59333,-0.126785,0.036224,-1.104843
2.60348,-0.126785,0.036224,-1.068619
2.61365,-0.126785,0.036224,-1.068619
2.62392,-0.126785,0.036224,-1.086731
2.63396,-0.108673,0.036224,-1.086731
2.64419,-0.108673,0.036224,-1.086731
2.65434,-0.108673,0.036224,-1.086731
2.6645,-0.108673,0.036224,-1.086731
2.67478,-0.126785,0.036224,-1.086731
2.68485,-0.126785,0.036224,-1.086731
2.69503,-0.108673,0.054337,-1.086731
2.7052,-0.108673,0.054337,-1.086731
2.71535,-0.108673,0.036224,-1.086731
2.72541,-0.126785,0.036224,-1.068619
2.7356,-0.108673,0.036224,-1.086731
2.74574,-0.108673,0.054337,-1.086731
2.75593,-0.108673,0.036224,-1.086731
2.76608,-0.108673,0.036224,-1.086731
2.77626,-0.126785,0.036224,-1.086731
2.78647,-0.126785,0.036224,-1.086731
2.79658,-0.126785,0.036224,-1.086731
2.80669,-0.108673,0.054337,-1.086731
2.81707,-0.108673,0.036224,-1.086731
2.82724,-0.108673,0.036224,-1.086731
2.8374,-0.108673,0.054337,-1.068619
2.84757,-0.108673,0.054337,-1.086731
2.85771,-0.108673,0.036224,-1.068619
2.86787,-0.126785,0.036224,-1.086731
2.87805,-0.108673,0.036224,-1.086731
2.8882,-0.108673,0.036224,-1.086731
2.89837,-0.108673,0.036224,-1.086731
2.90853,-0.108673,0.036224,-1.086731
2.91873,-0.108673,0.054337,-1.086731
2.92888,-0.108673,0.054337,-1.086731
2.93905,-0.108673,0.036224,-1.086731
2.9492,-0.108673,0.054337,-1.086731
2.95936,-0.108673,0.036224,-1.104843
2.96952,-0.108673,0.054337,-1.086731
2.97978,-0.108673,0.036224,-1.086731
2.98988,-0.108673,0.036224,-1.086731
3.00002,-0.108673,0.036224,-1.086731
3.01019,-0.108673,0.054337,-1.086731
3.02034,-0.126785,0.036224,-1.086731
3.03051,-0.126785,0.036224,-1.086731
3.04068,-0.108673,0.036224,-1.086731
3.05084,-0.126785,0.036224,-1.068619
3.06111,-0.108673,0.036224,-1.086731
3.07093,-0.108673,0.036224,-1.086731
3.08151,-0.108673,0.036224,-1.086731
3.09157,-0.108673,0.054337,-1.086731
3.10171,-0.108673,0.054337,-1.086731
3.11188,-0.108673,0.054337,-1.086731
3.12202,-0.108673,0.036224,-1.086731
3.1322,-0.108673,0.036224,-1.086731
3.14238,-0.108673,0.036224,-1.086731
3.15251,-0.108673,0.054337,-1.068619
3.16269,-0.126785,0.036224,-1.086731
3.17284,-0.108673,0.036224,-1.104843
3.18303,-0.108673,0.036224,-1.086731
3.19331,-0.108673,0.054337,-1.086731
3.20336,-0.108673,0.054337,-1.086731
3.21351,-0.108673,0.036224,-1.086731
3.22366,-0.108673,0.036224,-1.086731
3.23383,-0.108673,0.036224,-1.068619
3.24398,-0.126785,0.036224,-1.086731
3.25418,-0.108673,0.036224,-1.068619
3.26444,-0.108673,0.036224,-1.086731
3.27457,-0.126785,0.036224,-1.086731
3.28483,-0.126785,0.036224,-1.086731
3.29493,-0.126785,0.036224,-1.086731
3.3051,-0.108673,0.054337,-1.086731
3.31526,-0.108673,0.054337,-1.086731
3.3255,-0.108673,0.054337,-1.086731
3.33561,-0.108673,0.036224,-1.068619
3.34577,-0.108673,0.054337,-1.086731
3.35607,-0.126785,0.036224,-1.086731
3.36616,-0.126785,0.036224,-1.086731
3.37639,-0.108673,0.054337,-1.086731
3.38647,-0.108673,0.036224,-1.086731
3.39662,-0.108673,0.054337,-1.086731
3.4067,-0.108673,0.036224,-1.068619
3.41708,-0.108673,0.036224,-1.104843
3.42734,-0.108673,0.054337,-1.068619
3.43741,-0.108673,0.036224,-1.086731
3.44757,-0.108673,0.054337,-1.086731
3.45773,-0.108673,0.036224,-1.086731
3.46796,-0.126785,0.036224,-1.086731
3.478,-0.108673,0.054337,-1.068619
3.48815,-0.108673,0.054337,-1.068619
3.49829,-0.108673,0.054337,-1.086731
3.50845,-0.108673,0.036224,-1.086731
3.51861,-0.108673,0.036224,-1.086731
3.52828,-0.108673,0.036224,-1.086731
3.539,-0.126785,0.036224,-1.068619
3.54909,-0.108673,0.036224,-1.068619
3.55923,-0.108673,0.054337,-1.086731
3.56941,-0.108673,0.036224,-1.086731
3.57956,-0.126785,0.036224,-1.086731
3.58971,-0.108673,0.036224,-1.086731
3.59988,-0.108673,0.036224,-1.086731
3.61005,-0.108673,0.036224,-1.086731
3.62018,-0.108673,0.054337,-1.086731
3.63035,-0.108673,0.054337,-1.086731
3.64055,-0.108673,0.054337,-1.086731
3.65071,-0.126785,0.036224,-1.086731
3.66095,-0.108673,0.054337,-1.086731
3.67103,-0.108673,0.036224,-1.086731
3.68129,-0.108673,0.036224,-1.086731
3.69135,-0.126785,0.036224,-1.086731
3.70166,-0.108673,0.054337,-1.086731
3.7117,-0.108673,0.054337,-1.086731
3.72183,-0.108673,0.036224,-1.086731
3.73201,-0.108673,0.036224,-1.086731
3.74217,-0.126785,0.054337,-1.068619
3.75237,-0.126785,0.036224,-1.086731
3.76254,-0.108673,0.054337,-1.086731
3.77269,-0.108673,0.054337,-1.086731
3.78292,-0.108673,0.054337,-1.086731
3.79314,-0.108673,0.036224,-1.086731
3.80319,-0.108673,0.036224,-1.086731
3.81334,-0.108673,0.036224,-1.086731
3.82349,-0.108673,0.036224,-1.086731
3.83366,-0.108673,0.036224,-1.086731
3.84382,-0.126785,0.036224,-1.086731
3.85399,-0.126785,0.036224,-1.068619
3.86416,-0.108673,0.036224,-1.086731
3.87431,-0.108673,0.036224,-1.086731
3.88457,-0.108673,0.036224,-1.086731
3.89476,-0.126785,0.036224,-1.086731
3.90491,-0.108673,0.054337,-1.068619
3.9151,-0.108673,0.036224,-1.086731
3.92526,-0.108673,0.036224,-1.086731
3.93543,-0.108673,0.036224,-1.086731
3.94561,-0.108673,0.036224,-1.068619
3.95578,-0.108673,0.036224,-1.068619
3.96594,-0.126785,0.054337,-1.068619
3.9761,-0.108673,0.054337,-1.086731
3.98626,-0.126785,0.036224,-1.086731
3.99604,-0.108673,0.054337,-1.086731
4.00664,-0.108673,0.036224,-1.086731
4.0169,-0.108673,0.036224,-1.068619
4.02695,-0.108673,0.036224,-1.086731
4.03729,-0.126785,0.054337,-1.086731
4.04743,-0.108673,0.054337,-1.086731
4.05768,-0.108673,0.054337,-1.086731
4.06769,-0.126785,0.036224,-1.086731
4.07784,-0.108673,0.036224,-1.086731
4.088,-0.108673,0.054337,-1.068619
4.09816,-0.108673,0.036224,-1.086731
4.10832,-0.108673,0.036224,-1.086731
4.11848,-0.126785,0.036224,-1.086731
4.12873,-0.108673,0.036224,-1.086731
4.1388,-0.126785,0.036224,-1.068619
4.14897,-0.126785,0.036224,-1.068619
4.15913,-0.126785,0.036224,-1.086731
4.1693,-0.108673,0.054337,-1.068619
4.17956,-0.108673,0.054337,-1.086731
4.18962,-0.108673,0.018112,-1.086731
4.1998,-0.126785,0.036224,-1.086731
4.20996,-0.108673,0.036224,-1.086731
4.22011,-0.126785,0.036224,-1.068619
4.23037,-0.126785,0.036224,-1.086731
4.24047,-0.108673,0.054337,-1.086731
4.25062,-0.108673,0.036224,-1.086731
4.26078,-0.108673,0.036224,-1.086731
4.27095,-0.126785,0.036224,-1.086731
4.28099,-0.126785,0.036224,-1.086731
4.29116,-0.126785,0.054337,-1.086731
4.30133,-0.126785,0.054337,-1.086731
4.31148,-0.108673,0.054337,-1.068619
4.32163,-0.108673,0.054337,-1.086731
4.33181,-0.126785,0.036224,-1.086731
4.34196,-0.108673,0.054337,-1.086731
4.35213,-0.108673,0.036224,-1.086731
4.36238,-0.108673,0.054337,-1.086731
4.37252,-0.126785,0.036224,-1.086731
4.38277,-0.108673,0.036224,-1.086731
4.39291,-0.108673,0.036224,-1.086731
4.403,-0.108673,0.054337,-1.086731
4.41317,-0.126785,0.036224,-1.086731
4.42331,-0.108673,0.054337,-1.086731
4.43348,-0.108673,0.054337,-1.086731
4.44363,-0.126785,0.036224,-1.086731
4.4533,-0.108673,0.036224,-1.086731
4.46312,-0.108673,0.054337,-1.086731
4.47413,-0.108673,0.036224,-1.086731
4.48436,-0.108673,0.054337,-1.086731
4.49435,-0.126785,0.054337,-1.068619
4.50453,-0.108673,0.054337,-1.086731
4.51473,-0.126785,0.036224,-1.086731
4.5249,-0.108673,0.036224,-1.086731
4.53514,-0.126785,0.036224,-1.086731
4.54524,-0.126785,0.036224,-1.086731
4.5554,-0.126785,0.036224,-1.086731
4.56575,-0.126785,0.036224,-1.086731
4.57574,-0.108673,0.054337,-1.068619
4.5859,-0.108673,0.036224,-1.086731
4.59609,-0.108673,0.054337,-1.068619
4.60623,-0.126785,0.036224,-1.086731
4.6164,-0.108673,0.054337,-1.086731
4.62653,-0.108673,0.054337,-1.086731
4.63669,-0.108673,0.054337,-1.068619
4.64737,-0.108673,0.036224,-1.068619
4.65726,-0.126785,0.036224,-1.068619
4.6676,-0.126785,0.054337,-1.068619
4.67772,-0.126785,0.036224,-1.086731
4.68785,-0.126785,0.036224,-1.086731
4.69799,-0.108673,0.036224,-1.086731
4.70815,-0.126785,0.036224,-1.086731
4.71832,-0.126785,0.036224,-1.086731
4.72846,-0.108673,0.036224,-1.086731
4.73863,-0.108673,0.036224,-1.086731
4.74902,-0.126785,0.036224,-1.086731
4.75899,-0.108673,0.054337,-1.086731
4.76913,-0.126785,0.036224,-1.086731
4.77947,-0.108673,0.054337,-1.086731
4.78957,-0.126785,0.036224,-1.086731
4.79975,-0.126785,0.054337,-1.068619
4.80989,-0.126785,0.036224,-1.086731
4.82004,-0.126785,0.036224,-1.086731
4.83019,-0.126785,0.036224,-1.086731
4.84036,-0.108673,0.036224,-1.086731
4.85052,-0.108673,0.036224,-1.086731
4.86069,-0.126785,0.036224,-1.086731
4.87085,-0.108673,0.036224,-1.086731
4.881,-0.126785,0.036224,-1.068619
4.89118,-0.108673,0.054337,-1.068619
4.90134,-0.108673,0.036224,-1.086731
4.9116,-0.126785,0.054337,-1.086731
4.92167,-0.108673,0.036224,-1.086731
4.93183,-0.108673,0.036224,-1.086731
4.942,-0.108673,0.036224,-1.086731
4.95216,-0.108673,0.036224,-1.086731
4.96233,-0.126785,0.036224,-1.086731
4.9725,-0.126785,0.036224,-1.086731
4.98266,-0.126785,0.054337,-1.086731
4.99282,-0.108673,0.054337,-1.086731
5.00299,-0.108673,0.054337,-1.086731
5.01315,-0.108673,0.036224,-1.086731
5.02339,-0.126785,0.054337,-1.086731
5.03354,-0.126785,0.036224,-1.104843
5.04371,-0.108673,0.054337,-1.068619
5.05385,-0.126785,0.054337,-1.086731
5.06401,-0.108673,0.036224,-1.086731
5.07417,-0.126785,0.036224,-1.068619
5.08448,-0.108673,0.054337,-1.086731
5.09452,-0.108673,0.036224,-1.086731
5.10473,-0.108673,0.054337,-1.086731
5.11489,-0.108673,0.036224,-1.086731
5.12507,-0.108673,0.036224,-1.086731
5.13532,-0.108673,0.036224,-1.086731
5.1454,-0.108673,0.036224,-1.086731
5.15557,-0.126785,0.036224,-1.086731
5.16574,-0.108673,0.054337,-1.068619
5.1759,-0.108673,0.054337,-1.086731
5.18619,-0.126785,0.054337,-1.086731
5.19627,-0.108673,0.036224,-1.086731
5.20642,-0.108673,0.036224,-1.068619
5.21659,-0.126785,0.036224,-1.086731
5.22669,-0.108673,0.036224,-1.086731
5.23676,-0.126785,0.018112,-1.086731
5.24707,-0.126785,0.036224,-1.086731
5.25725,-0.108673,0.036224,-1.086731
5.26741,-0.108673,0.036224,-1.086731
5.27758,-0.126785,0.036224,-1.086731
5.28776,-0.108673,0.036224,-1.068619
5.29789,-0.126785,0.054337,-1.086731
5.30806,-0.108673,0.054337,-1.068619
5.31823,-0.126785,0.054337,-1.068619
5.32839,-0.126785,0.036224,-1.086731
5.33854,-0.126785,0.036224,-1.104843
5.34871,-0.108673,0.036224,-1.104843
5.35893,-0.108673,0.036224,-1.086731
5.36908,-0.126785,0.036224,-1.086731
5.37924,-0.126785,0.036224,-1.086731
5.3894,-0.126785,0.036224,-1.068619
5.39956,-0.126785,0.036224,-1.086731
5.40981,-0.108673,0.036224,-1.086731
5.41988,-0.126785,0.036224,-1.086731
5.43004,-0.108673,0.036224,-1.086731
5.4402,-0.126785,0.036224,-1.086731
5.45037,-0.126785,0.036224,-1.086731
5.46053,-0.126785,0.036224,-1.086731
5.47079,-0.126785,0.036224,-1.086731
5.48091,-0.126785,0.036224,-1.068619
5.49106,-0.126785,0.036224,-1.104843
5.50121,-0.126785,0.036224,-1.086731
5.51138,-0.108673,0.054337,-1.086731
5.52156,-0.108673,0.054337,-1.068619
5.53173,-0.126785,0.036224,-1.086731
5.54188,-0.108673,0.036224,-1.086731
5.55204,-0.108673,0.036224,-1.086731
5.5622,-0.108673,0.054337,-1.086731
5.57238,-0.126785,0.036224,-1.086731
5.58252,-0.126785,0.036224,-1.086731
5.59269,-0.126785,0.054337,-1.104843
5.60287,-0.108673,0.036224,-1.086731
5.61303,-0.126785,0.036224,-1.086731
5.6232,-0.108673,0.036224,-1.086731
5.63333,-0.108673,0.054337,-1.086731
5.64351,-0.108673,0.036224,-1.086731
5.65366,-0.126785,0.054337,-1.086731
5.66387,-0.108673,0.054337,-1.086731
5.67401,-0.108673,0.036224,-1.086731
5.68418,-0.108673,0.036224,-1.086731
5.69433,-0.126785,0.036224,-1.086731
5.70451,-0.108673,0.054337,-1.068619
5.71471,-0.108673,0.036224,-1.086731
5.72489,-0.108673,0.036224,-1.104843
5.73505,-0.108673,0.054337,-1.086731
5.74883,-0.108673,0.054337,-1.086731
5.75537,-0.108673,0.036224,-1.068619
5.76553,-0.126785,0.036224,-1.086731
5.77567,-0.108673,0.036224,-1.068619
5.78598,-0.108673,0.036224,-1.086731
5.79597,-0.108673,0.036224,-1.086731
5.80613,-0.108673,0.054337,-1.086731
5.81629,-0.108673,0.054337,-1.086731
5.82645,-0.108673,0.036224,-1.086731
5.83659,-0.108673,0.036224,-1.086731
5.8467,-0.108673,0.054337,-1.086731
5.85709,-0.126785,0.036224,-1.086731
5.86722,-0.126785,0.036224,-1.086731
5.87739,-0.108673,0.036224,-1.086731
5.88755,-0.126785,0.036224,-1.086731
5.89773,-0.108673,0.036224,-1.086731
5.9079,-0.108673,0.054337,-1.086731
5.91804,-0.126785,0.036224,-1.086731
5.92848,-0.126785,0.036224,-1.086731
5.93844,-0.108673,0.036224,-1.086731
5.9486,-0.126785,0.036224,-1.086731
5.95874,-0.108673,0.054337,-1.086731
5.96889,-0.108673,0.054337,-1.086731
5.97906,-0.126785,0.054337,-1.068619
5.9892,-0.126785,0.054337,-1.068619
5.99958,-0.126785,0.054337,-1.068619
6.00911,-0.108673,0.036224,-1.068619
6.01978,-0.108673,0.036224,-1.068619
6.02996,-0.108673,0.036224,-1.086731
6.0401,-0.108673,0.036224,-1.086731
6.05027,-0.126785,0.054337,-1.086731
6.0604,-0.108673,0.054337,-1.086731
6.07056,-0.126785,0.036224,-1.104843
6.0807,-0.108673,0.054337,-1.068619
6.091,-0.108673,0.036224,-1.086731
6.10108,-0.108673,0.054337,-1.086731
6.11122,-0.126785,0.036224,-1.086731
6.12138,-0.108673,0.054337,-1.068619
6.13154,-0.108673,0.036224,-1.086731
6.1418,-0.108673,0.054337,-1.068619
6.15187,-0.126785,0.054337,-1.086731
6.16216,-0.126785,0.036224,-1.086731
6.17232,-0.108673,0.054337,-1.086731
6.18248,-0.108673,0.036224,-1.086731
6.19282,-0.108673,0.054337,-1.086731
6.203,-0.108673,0.054337,-1.086731
6.21316,-0.108673,0.054337,-1.086731
6.22331,-0.108673,0.036224,-1.068619
6.23348,-0.108673,0.036224,-1.086731
6.24362,-0.108673,0.054337,-1.068619
6.25382,-0.126785,0.054337,-1.086731
6.26397,-0.108673,0.054337,-1.086731
6.27415,-0.126785,0.036224,-1.086731
6.28431,-0.108673,0.036224,-1.086731
6.29447,-0.108673,0.054337,-1.068619
6.3047,-0.126785,0.036224,-1.086731
6.31485,-0.108673,0.036224,-1.086731
6.32502,-0.126785,0.036224,-1.068619
6.33518,-0.126785,0.036224,-1.086731
6.34535,-0.126785,0.036224,-1.086731
6.35541,-0.126785,0.036224,-1.086731
6.36575,-0.108673,0.054337,-1.068619
6.3759,-0.108673,0.036224,-1.086731
6.3862,-0.108673,0.036224,-1.068619
6.39634,-0.126785,0.036224,-1.068619
6.40644,-0.108673,0.036224,-1.086731
6.41716,-0.126785,0.036224,-1.086731
6.42687,-0.126785,0.036224,-1.086731
6.43717,-0.126785,0.036224,-1.086731
